"Year","Period","#Module","Occ","#Map","#Ass#","#Cand Key","Name","#CD","Mark","Grade","CD","#Cand Key"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00001",,"#",54,,,"#P00001"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00218",,"#",81,,,"#P00218"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00131",,"#",60,,,"#P00131"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00036",,"#",52,,,"#P00036"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00358",,"#",51,,,"#P00358"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00259",,"#",56,,,"#P00259"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00301",,"#",87,,,"#P00301"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00343",,"#",68,,,"#P00343"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00317",,"#",60,,,"#P00317"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00053",,"#",43,,,"#P00053"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00208",,"#",49,,,"#P00208"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00192",,"#",61,,,"#P00192"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00203",,"#",78,,,"#P00203"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00319",,"#",56,,,"#P00319"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00235",,"#",95,,,"#P00235"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00213",,"#",75,,,"#P00213"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00201",,"#",53,,,"#P00201"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00230",,"#",60,,,"#P00230"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00338",,"#",69,,,"#P00338"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00285",,"#",41,,,"#P00285"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00088",,"#",70,,,"#P00088"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00279",,"#",50,,,"#P00279"
"2012/3","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#001","#P00188",,"#",59,,,"#P00188"
